lat	lon	ele
42.805981	0.551718	881
42.805996	0.551657	881
42.806007	0.551592	882
42.806015	0.551522	882
42.806015	0.551458	883
42.806023	0.551403	883
42.80603	0.551347	883
42.806038	0.551287	884
42.806045	0.551222	885
42.806053	0.551143	885
42.806065	0.551073	885
42.806072	0.551003	885
42.80608	0.550938	886
42.806087	0.55087	886
42.806087	0.550805	887
42.806095	0.55074	887
42.806095	0.550673	888
42.80611	0.550615	888
42.806129	0.550562	888
42.806137	0.5505	889
42.806152	0.550435	889
42.806168	0.550368	890
42.806175	0.550305	890
42.806202	0.550238	890
42.806202	0.550127	891
42.80621	0.550037	891
42.806217	0.549958	892
42.806225	0.549875	892
42.806232	0.549788	893
42.80624	0.5497	893
42.80624	0.549615	894
42.806252	0.549535	894
42.80624	0.549447	894
42.806259	0.549357	894
42.806252	0.549262	894
42.80624	0.549173	895
42.806252	0.54909	895
42.80624	0.549002	895
42.80624	0.548912	895
42.80624	0.54882	896
42.806232	0.54873	896
42.806232	0.548642	896
42.806232	0.548552	897
42.80624	0.548468	897
42.806259	0.54839	898
42.806267	0.548315	898
42.80629	0.548243	899
42.806332	0.5482	899
42.806362	0.548128	900
42.806381	0.548058	900
42.806404	0.547995	901
42.806431	0.547933	901
42.806446	0.547867	902
42.806454	0.547797	902
42.806469	0.547723	903
42.806469	0.547653	903
42.806477	0.547588	903
42.806484	0.547522	904
42.806496	0.54745	904
42.806496	0.547378	905
42.806503	0.547305	905
42.806511	0.547233	906
42.806526	0.547157	907
42.806526	0.547078	907
42.806534	0.547	908
42.806534	0.546923	908
42.806534	0.546848	908
42.806534	0.546768	909
42.806534	0.546688	909
42.806541	0.5466	910
42.806553	0.54651	910
42.80656	0.546418	910
42.80656	0.546327	911
42.806553	0.546235	911
42.806541	0.54614	911
42.806534	0.546045	912
42.806519	0.545952	912
42.806511	0.545853	912
42.806503	0.545742	912
42.806484	0.545642	912
42.806461	0.545543	912
42.806454	0.545453	912
42.806446	0.54536	912
42.806446	0.545267	913
42.806446	0.545172	913
42.806446	0.54507	913
42.806446	0.544967	913
42.806454	0.544862	914
42.806454	0.54476	914
42.806454	0.544655	914
42.806446	0.544553	914
42.806446	0.544453	915
42.806446	0.544357	915
42.806431	0.54426	916
42.806419	0.544165	916
42.806396	0.54407	916
42.806381	0.54398	917
42.806362	0.543892	918
42.806339	0.543807	918
42.806324	0.543725	918
42.806309	0.54364	919
42.80629	0.543555	920
42.806282	0.543475	920
42.806267	0.543393	921
42.806252	0.543313	921
42.806232	0.543232	921
42.806217	0.543152	921
42.806194	0.543073	921
42.806187	0.542992	922
42.806168	0.542905	922
42.806168	0.542818	923
42.80616	0.542733	923
42.806152	0.542652	923
42.806152	0.542567	923
42.806145	0.542488	924
42.806145	0.542412	924
42.806145	0.542337	925
42.806145	0.542252	925
42.806145	0.542163	926
42.806145	0.542073	927
42.806145	0.54198	927
